 اسم السوبر ماركت	فترة سريان العرض	الفرع / الموقع	تاريخ تعديل ملف الفلاير	الفئة	اسم العلامة التجارية	اسم المنتج (الأساسي)	الاسم بالعربية	العبارة الترويجية	الوحدة	السعر الأصلي	السعر الحالي	الخصم %	العملة	قيود العرض	اسم ملف الفلاير	اسم المجلد الفرعي	الاحداثيات	الموثوقية	السعر المحسوب	solution_key	end_date	status	standard_supermarket_name	clean_name	matched_sku	matched_image	matched_name	matched_price	match_score	confidence	needs_review	match_method
سعودي	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦		2026-04-05 22:06:42	أطعمة -الألبان ومنتجاتها	COLD STONE CREAMERY	Chocolate Lovers Ice Cream Tub	Chocolate Lovers Ice Cream Tub	DISCOUNT UP TO 15% الفئة أطعمة -الألبان ومنتجاتها		149.95	127.75	14	EGP	الخصم ساري على عبوة 1 لتر والساندويتش	page_11.jpg	flyer_9835	[493, 245, 517, 407]	0.98	127.7574	9835	١٤ أبريل ٢٠٢٦	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦	سعودي	chocolate lovers ice cream tub	6222020803490	https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/o/r/oreo_2.png	Oreo Chocolate Ice Cream Sandwich - 135 ml	39.95	76.66666667	Fair	TRUE	auto
سعودي	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦		2026-04-05 22:06:42	أطعمة -الألبان ومنتجاتها	COLD STONE CREAMERY	Cookies & Cream Ice Cream Sandwich	Cookies & Cream Ice Cream Sandwich	DISCOUNT UP TO 15% الفئة أطعمة -الألبان ومنتجاتها		34.95	29.95	14	EGP	الخصم ساري على عبوة 1 لتر والساندويتش	page_11.jpg	flyer_9835	[638, 620, 658, 720]	0.98	29.95215	9835	١٤ أبريل ٢٠٢٦	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦	سعودي	cookies cream ice cream swich	6224009922369	https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6224009922369_2.jpg	Cold Stone Cookies & Cream Ice Cream Sandwich - 135 ml	29.95	94.05797101	Excellent	FALSE	auto
سعودي	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦		2026-04-05 22:06:45	أطعمة -مشروبات	GRO	GRO Plant-based Drink	جرو لبن نباتي (لوز - لوز باريستا - شوفان - جوزهند) التر	الفئة أطعمة -مشروبات		149.95	129.95	13	EGP		page_13.jpg	flyer_9835	[630, 201, 807, 407]			9835	١٤ أبريل ٢٠٢٦	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦	سعودي	ro plant based drink	6224008637295	https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/d/r/drinks200ml_lapple_copy.jpg	Lamar Apple Drink - 200 ml	9.25	64.86486486	Review	TRUE	auto
سعودي	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦		2026-04-05 22:06:45	أطعمة -مشروبات	Caesar	Caesar Natural Juice	سيزر عصير طبيعي (مانجو - اناناس - تفاح - برتقال وجزر) ٢٥٠مل	الفئة أطعمة -مشروبات		49.95	39.95	20	EGP		page_13.jpg	flyer_9835	[49, 201, 453, 407]			9835	١٤ أبريل ٢٠٢٦	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦	سعودي	caesar natural juice	6281060043617	https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6281060043617.jpg	Caesar Mango Juice - 250 ml	39.95	85.67567568	Good	FALSE	auto
سعودي	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦		2026-04-05 22:06:45	أطعمة -مشروبات	Schweppes	Schweppes Malt Beverage	شوبيس مشروب شعير ٩٠.لتر انواع	الفئة أطعمة -مشروبات			27.95	0	EGP		page_13.jpg	flyer_9835	[49, 409, 326, 615]			9835	١٤ أبريل ٢٠٢٦	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦	سعودي	schweppes malt beverae	5449000255600	https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/5/4/5449000255600.jpg	Schweppes Pomegranate - 240 ml	14.95	75.42857143	Fair	TRUE	auto
سعودي	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦		2026-04-05 22:06:45	أطعمة -مشروبات	Obour Land	Obour Land Milk	عبور لاند لبن (كامل - خالي الدسم) التر	الفئة أطعمة -مشروبات		49.95	43.45	13	EGP		page_13.jpg	flyer_9835	[453, 201, 630, 407]			9835	١٤ أبريل ٢٠٢٦	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦	سعودي	obour l milk	6224008709015	https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6224008709015_neww.jpg	Obour Land Skimmed Milk - 1 Liter	43.45	73.15789474	Review	TRUE	auto
سعودي	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦		2026-04-05 22:06:45	أطعمة -مشروبات	San Benedetto	San Benedetto Water	سان بينيديتو مياه (مكربنة - طبيعية) ٥٠٠مل	الفئة أطعمة -مشروبات		77.75	67.75	12	EGP		page_13.jpg	flyer_9835	[49, 617, 326, 823]			9835	١٤ أبريل ٢٠٢٦	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦	سعودي	san benedetto water	80008620	https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/8/0/80008620_250ml_copy.jpg	San Benedetto Water - 250 ml	62.25	100	Excellent	FALSE	auto
سعودي	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦		2026-04-05 22:06:45	أطعمة -مشروبات	Schweppes	Schweppes Malt Beverage	شوبيس مشروب شعير انواع ٣٠٠ مل كانز	الفئة أطعمة -مشروبات			15.75	0	EGP		page_13.jpg	flyer_9835	[326, 409, 603, 615]			9835	١٤ أبريل ٢٠٢٦	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦	سعودي	schweppes malt beverae	5449000255600	https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/5/4/5449000255600.jpg	Schweppes Pomegranate - 240 ml	14.95	81.42857143	Fair	TRUE	auto
سعودي	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦		2026-04-05 22:06:45	أطعمة -مشروبات	Red Bull	Red Bull Energy Drink	ريد بل مشروب طاقة ٢٥٠مل *٤ق انواع	الفئة أطعمة -مشروبات		210.95	204.95	2	EGP		page_13.jpg	flyer_9835	[603, 409, 880, 615]			9835	١٤ أبريل ٢٠٢٦	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦	سعودي	red bull enery drink	90162602	https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/9/0/90162602.jpg	Red Bull Energy Drink - 250 ml	59.95	100	Excellent	FALSE	auto
سعودي	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦		2026-04-05 22:06:45	أطعمة -مشروبات	Coca-Cola, Sprite, Fanta	Coca-Cola, Sprite, Fanta	كوكاكولا - سبرايت - فانتا برتقال بلاستيك ١,٤٠ لتر	الفئة أطعمة -مشروبات		35.75	32.45	9	EGP		page_13.jpg	flyer_9835	[326, 617, 603, 823]			9835	١٤ أبريل ٢٠٢٦	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦	سعودي	coca cola sprite fanta	5000112669541	https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/v/e/vector_smart_object_copy.png	Coca-Cola + Sprite - 1.45 Liters	61.95	80	Fair	TRUE	auto
سعودي	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦		2026-04-05 22:06:45	أطعمة -مشروبات	Coca-Cola, Sprite, Fanta	Coca-Cola, Sprite, Fanta	كوكاكولا عادي / زيرو - سبرايت عادي / زيرو - فانتا برتقال ٣٣٠ مل * ٤ قطع	الفئة أطعمة -مشروبات		101.7	91.75	9	EGP		page_13.jpg	flyer_9835	[603, 617, 880, 823]			9835	١٤ أبريل ٢٠٢٦	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦	سعودي	coca cola sprite fanta	5000112669541	https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/v/e/vector_smart_object_copy.png	Coca-Cola + Sprite - 1.45 Liters	61.95	80	Fair	TRUE	auto
سعودي	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦		2026-04-05 22:06:46	أطعمة -مشروبات	Abu Auf	Abu Auf Coffee (Plain - Medium - Dark)	ابو عوف بن سادة (فاتح - وسط - غامق) ٢٠٠ جم	قهوة تركي الفئة أطعمة -مشروبات		214.95	189.95	11	EGP		page_14.jpg	flyer_9835	[690, 358, 908, 608]	0.95	189.156	9835	١٤ أبريل ٢٠٢٦	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦	سعودي	abu auf coffee plain medium dark	6223006318403	https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6223006318403.jpg	Abu Auf Medium Turkish Coffee Plain - 50 g	57.75	80.59701493	Fair	TRUE	auto
سعودي	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦		2026-04-05 22:06:46	أطعمة -مشروبات	Royal	Royal Green Tea (Plain - Mint)	رويال شاي اخضر ٢٥ فتلة (سادة - نعناع)	الفئة أطعمة -مشروبات		29.95	24.95	16	EGP		page_14.jpg	flyer_9835	[209, 358, 427, 608]	0.95	24.8585	9835	١٤ أبريل ٢٠٢٦	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦	سعودي	royal reen tea plain mint	6040391213942	https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/0/6040391213942.jpg	Royal Mint Green Tea - 25 Pieces	24.95	96.2745098	Excellent	FALSE	auto
سعودي	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦		2026-04-05 22:06:46	أطعمة -مشروبات	Emtenan	Emtenan Tea (Diet - Green Tea)	امتنان شاي (رجيم - اخضر كاي) ١٨ متلة	شاي أعشاب الفئة أطعمة -مشروبات		48.25	39.95	17	EGP		page_14.jpg	flyer_9835	[209, 100, 427, 349]	0.95	40.0475	9835	١٤ أبريل ٢٠٢٦	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦	سعودي	emtenan tea diet reen tea	054881007184	https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/5/4/54881007184.jpg	Ahmad Tea Mint Green Tea - 100 g	71.45	70.83333333	Review	TRUE	auto
سعودي	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦		2026-04-05 22:06:46	أطعمة -مشروبات	Royal	Royal Herbal Tea (Peppermint - Anise - Hibiscus)	رويال اعشاب (ينسون - نعناع - كركديه) ٢٠ فتلة	الفئة أطعمة -مشروبات		27.75	21.75	21	EGP		page_14.jpg	flyer_9835	[209, 616, 427, 866]	0.95	21.645	9835	١٤ أبريل ٢٠٢٦	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦	سعودي	royal herbal tea peppermint anise hibiscus	6040391212372	https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/0/6040391212372.jpg	Royal Hibiscus Herbal Teabags - 20 Pieces	21.75	85.32467532	Good	FALSE	auto
سعودي	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦		2026-04-05 22:06:46	أطعمة -مشروبات	Al-Kbous Tea	Al-Kbous Tea (Tea Bags)	الكبوس شاي ١٠٠ فتلة	الفئة أطعمة -مشروبات		142.95	129.95	9	EGP		page_14.jpg	flyer_9835	[450, 358, 668, 608]	0.95	130.0845	9835	١٤ أبريل ٢٠٢٦	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦	سعودي	al kbous tea tea bas	6251361100104	https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6251361100104.jpg	Al Kbous Tea - 100 Teabags	129.95	92.05128205	Excellent	FALSE	auto
سعودي	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦		2026-04-05 22:06:46	أطعمة -مشروبات	Lipton	Lipton Yellow Label Tea	ليبتون شاي ناعم ٤٠٠ جم * ٤ قطع	الفئة أطعمة -مشروبات		121.8	99.95	17	EGP		page_14.jpg	flyer_9835	[690, 616, 908, 866]	0.95	99.876	9835	١٤ أبريل ٢٠٢٦	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦	سعودي	lipton yellow label tea	2000607000000	https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/2/0/2000607000000.jpg	Imported Yellow Apples	119.95	70.66666667	Review	TRUE	auto
سعودي	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦		2026-04-05 22:06:46	أطعمة -مشروبات	El Orouba	El Orouba Coffee (Light - Medium - Dark)	العروبة بن محوج (فاتح - وسط - غامق) ٢٠٠ جم	توليفة العروبة الفئة أطعمة -مشروبات		190.95	159.95	16	EGP		page_14.jpg	flyer_9835	[690, 100, 908, 349]	0.95	160.398	9835	١٤ أبريل ٢٠٢٦	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦	سعودي	el orouba coffee liht medium dark	6225000737785	https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6225000737785.jpg	El Molla Light Mehawij Coffee - 200 g	154.95	78.85245902	Fair	TRUE	auto
سعودي	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦		2026-04-05 22:06:46	أطعمة -مشروبات	Al-Kbous Tea	Al-Kbous Black Tea (Loose)	الكبوس شاي ناعم ٢٠٠ جم	شاي أسود ناعم الفئة أطعمة -مشروبات		89.95	79.95	11	EGP		page_14.jpg	flyer_9835	[450, 100, 668, 349]	0.95	80.0555	9835	١٤ أبريل ٢٠٢٦	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦	سعودي	al kbous black tea loose	6253505463403	https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6253505463403.jpg	Al Kbous Loose Tea - 200 g	89.95	92.71428571	Excellent	FALSE	auto
سعودي	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦		2026-04-05 22:06:46	أطعمة -مشروبات	Ahmad Tea	Ahmad Tea London Blend	احمد تي لندن بليند ١٠٠ فتله	الفئة أطعمة -مشروبات		150.75	118.95	21	EGP		page_14.jpg	flyer_9835	[450, 616, 668, 866]	0.95	119.0925	9835	١٤ أبريل ٢٠٢٦	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦	سعودي	ahmad tea london blend	054881014977	https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/0/5/054881014977.jpg	Ahmad Tea London Blend Black Tea - 100 g	33.95	81.48148148	Fair	TRUE	auto
سعودي	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦		2026-04-05 22:06:50	أطعمة -طحينة\حلاوة\عسل\شكولاتة سبريد	Five Stars	All-purpose flour	خمس نجوم دقيق جميع الاغراض ١كجم	الفئة أطعمة -طحينة\حلاوة\عسل\شكولاتة سبريد		41.95	34.95	16	EGP		page_17.jpg	flyer_9835	[25, 120, 329, 320]	0.95	34.8185	9835	١٤ أبريل ٢٠٢٦	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦	سعودي	all purpose flour	6223000680087	https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6223000680087.jpg	King M All Purpose Flour - 1 kg	36.75	90.95238095	Good	FALSE	auto
سعودي	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦		2026-04-05 22:06:50	أطعمة -طحينة\حلاوة\عسل\شكولاتة سبريد	Imtenan	Brown Rice	امتنان ارز بني ٧٥٠جم	الفئة أطعمة -طحينة\حلاوة\عسل\شكولاتة سبريد		94.95	74.95	21	EGP		page_17.jpg	flyer_9835	[344, 120, 640, 320]	0.95	75.0105	9835	١٤ أبريل ٢٠٢٦	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦	سعودي	brown rice	6221078144296	https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6221078144296_new.jpg	Imtenan Brown Rice - 750 g	74.95	81.42857143	Fair	TRUE	auto
سعودي	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦		2026-04-05 22:06:50	أطعمة -طحينة\حلاوة\عسل\شكولاتة سبريد	Rehana	Thai Basmati Rice	ريحانة ارز بسمتي تايلاندي ١ك	الفئة أطعمة -طحينة\حلاوة\عسل\شكولاتة سبريد		109.75	79.75	27	EGP		page_17.jpg	flyer_9835	[658, 120, 954, 320]	0.95	80.1175	9835	١٤ أبريل ٢٠٢٦	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦	سعودي	thai basmati rice	8901144100507	https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/8/9/8901144100507.jpg	Tilda Basmati Rice - 5 kg	823.75	81.08108108	Fair	TRUE	auto
سعودي	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦		2026-04-05 22:06:50	أطعمة -طحينة\حلاوة\عسل\شكولاتة سبريد	Wadi Food	Tomato Sauce	وادي فود صلصة ٣٦٠جم	الفئة أطعمة -طحينة\حلاوة\عسل\شكولاتة سبريد		32.95	27.95	15	EGP		page_17.jpg	flyer_9835	[25, 350, 329, 550]	0.95	28.0075	9835	١٤ أبريل ٢٠٢٦	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦	سعودي	tomato sauce	8436033872536	https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/8/4/8436033872536.jpg	Diamir Tomato Sauce - 550 g	164.45	77.41935484	Fair	TRUE	auto
سعودي	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦		2026-04-05 22:06:50	أطعمة -طحينة\حلاوة\عسل\شكولاتة سبريد	Mac & Cheese	Mac & Cheese Pasta	ماك&شيز مكرونة انواع ٢٠٠جم	4 TYPES OF REAL CHEESE الفئة أطعمة -طحينة\حلاوة\عسل\شكولاتة سبريد		79.95	69.95	12	EGP		page_17.jpg	flyer_9835	[344, 350, 640, 550]	0.95	69.5565	9835	١٤ أبريل ٢٠٢٦	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦	سعودي	mac cheese pasta	6223000200896	https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6223000200896_new.jpg	Panda Cheese with Cream - 240 g	114.5	70.96774194	Review	TRUE	auto
سعودي	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦		2026-04-05 22:06:50	أطعمة -طحينة\حلاوة\عسل\شكولاتة سبريد	Bab El Sham	Chunky Mix (Normal & Spicy)	باب الشام شانكي (عادي وحار) ٤٠٠جم	الفئة أطعمة -طحينة\حلاوة\عسل\شكولاتة سبريد		31.75	24.95	21	EGP		page_17.jpg	flyer_9835	[25, 580, 329, 780]	0.95	25.0825	9835	١٤ أبريل ٢٠٢٦	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦	سعودي	chunky mix normal spicy	028400055970	https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/2/8/28400055970_1.jpg	Tostitos Mild Chunky Salsa - 439.4 g	456.45	61.2244898	Review	TRUE	auto
سعودي	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦		2026-04-05 22:06:50	أطعمة -طحينة\حلاوة\عسل\شكولاتة سبريد	Imtenan	Raw Brown Sugar	امتنان سكر بني خام ٧٥٠جم	100% NATURAL الفئة أطعمة -طحينة\حلاوة\عسل\شكولاتة سبريد		98.95	76.95	22	EGP		page_17.jpg	flyer_9835	[658, 580, 954, 780]	0.95	77.181	9835	١٤ أبريل ٢٠٢٦	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦	سعودي	raw brown suar	6221078134396	https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6221078134396_thumbnail.jpg	Imtenan Raw Brown Sugar - 750 g	76.95	87.77777778	Good	FALSE	auto
سعودي	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦		2026-04-05 22:06:51	أطعمة -زيوت ودهون	روابي	Rawabi Vegetable Ghee	روابي سمن نباتي	16.05 وفر الفئة أطعمة -زيوت ودهون		181	164.95	8	EGP		page_18.jpg	flyer_9835	[106, 106, 305, 309]	0.95	164.71	9835	١٤ أبريل ٢٠٢٦	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦	سعودي	rawabi veetable hee	6223000264492	https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6223000264492.jpg	Rawaby Vegtable Ghee - 700 g	91.95	91.89189189	Good	FALSE	auto
سعودي	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦		2026-04-05 22:06:51	أطعمة -صلصات وتوابل	Wadi Food	Wadi Food White Vinegar	وادي فود خل ابيض ١ لتر	4 وفر الفئة أطعمة -صلصات وتوابل		18.95	14.95	21	EGP		page_18.jpg	flyer_9835	[634, 330, 804, 509]	0.95	14.9705	9835	١٤ أبريل ٢٠٢٦	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦	سعودي	wadi food white vinear	6223000193532	https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6223000193532.jpg	"Wadi Food White Vinegar - 1 Liter "	14.95	98	Excellent	FALSE	auto
سعودي	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦		2026-04-05 22:06:51	أطعمة - أسماك	Dolphin	Dolphin Easy Chunks Tuna	دولفين تونة قطع سهلة ١٨٥ جم	11.50 وفر الفئة أطعمة - أسماك		76.45	64.95	15	EGP		page_18.jpg	flyer_9835	[634, 551, 804, 729]	0.95	64.9825	9835	١٤ أبريل ٢٠٢٦	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦	سعودي	dolphin easy chunks tuna	6224009352401	https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6224009352401.jpg	Dolphin Smoked Tuna Slices - 170 g	82.75	73.76744186	Review	TRUE	auto
سعودي	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦		2026-04-05 22:06:51	أطعمة - أسماك	Dolphin	Dolphin Tuna Q.W.S.	دولفين تونة ق.و.س ٣*٢٠٠ جم	35 وفر الفئة أطعمة - أسماك		249.95	214.95	14	EGP		page_18.jpg	flyer_9835	[370, 551, 549, 729]	0.95	214.957	9835	١٤ أبريل ٢٠٢٦	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦	سعودي	dolphin tuna q w s	6224009352401	https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6224009352401.jpg	Dolphin Smoked Tuna Slices - 170 g	82.75	75.67567568	Fair	TRUE	auto
سعودي	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦		2026-04-05 22:06:51	أطعمة - أسماك	Cava	Cava Sardines (Mild - Hot)	كافا سردين (بارد - حار) ١٢٥ جم	5 وفر الفئة أطعمة - أسماك		47.45	42.45	10	EGP		page_18.jpg	flyer_9835	[50, 551, 320, 729]	0.95	42.2305	9835	١٤ أبريل ٢٠٢٦	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦	سعودي	cava sardines mild hot	6225000643918	https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6225000643918.jpg	Cava Classic Sardines - 125 g	42.45	79.76744186	Fair	TRUE	auto
سعودي	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦		2026-04-05 22:06:51	أطعمة -معلبات / تونة	Harvest	Harvest Fava Beans (strained) Plain - with Tahini - with Pickled Lemon	هارفست فول (مصفى) سادة - مصفى بالطحينة - ليمون معصفر ٤٠٠ جم	3 وفر الفئة أطعمة -معلبات / تونة		24.45	21.45	12	EGP		page_18.jpg	flyer_9835	[370, 330, 549, 509]	0.95	21.516	9835	١٤ أبريل ٢٠٢٦	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦	سعودي	harvest fava beans strained plain tahini pickled lemon	6223001060956	https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6223001060956_1.png	Harvest Strained Fava Beans With Tahini - 400 g	21.45	87.27272727	Good	FALSE	auto
سعودي	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦		2026-04-05 22:06:51	أطعمة -زيوت ودهون	Morgana	Morgana Oil	مرجانة زيت ٧٠٠ مل	5 وفر الفئة أطعمة -زيوت ودهون		54.95	49.95	9	EGP		page_18.jpg	flyer_9835	[634, 106, 804, 309]	0.95	50.0045	9835	١٤ أبريل ٢٠٢٦	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦	سعودي	morana oil	6223001642480	https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6223001642473.jpg	Morgana Oil - 700 ml	49.95	100	Excellent	FALSE	auto
سعودي	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦		2026-04-05 22:06:51	أطعمة -زيوت ودهون	Wadi Food	Wadi Food Virgin Olive Oil	وادي فود زيت زيتون بكر ٥٠٠ مل	97 وفر الفئة أطعمة -زيوت ودهون		446.95	349.95	21	EGP		page_18.jpg	flyer_9835	[370, 106, 549, 309]	0.95	348.621	9835	١٤ أبريل ٢٠٢٦	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦	سعودي	wadi food virin olive oil	6223000190449	https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6223000190449.jpg	Wadi Food Virgin Olive Oil - 500 ml	349.95	100	Excellent	FALSE	auto
سعودي	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦		2026-04-05 22:06:53	أطعمة -زيوت ودهون	Katfa	Corn Oil	زيت ذرة	يابلاش طبيعي 100% الفئة أطعمة -زيوت ودهون	1.5 لتر	167.95	147.95	11	EGP		page_19.jpg	flyer_9835	[449, 747, 588, 886]	0.95	147.796	9835	١٤ أبريل ٢٠٢٦	ينتهي في الثلاثاء، ١٤ أبريل ٢٠٢٦	سعودي	corn oil	6223001642480	https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6223001642473.jpg	Morgana Oil - 700 ml	49.95	77.77777778	Fair	TRUE	auto
